idPromotion,Nom,Reduction,DateDebut,DateFin
991,Yarrow,3,13/08/2018,20/08/2018
992,Carolina Azalea,26,11/07/2014,23/07/2014
993,Sharsmith's Stickseed,15,12/01/2019,23/01/2019
994,Tridax,19,24/01/2018,05/02/2018
995,Xanthoparmelia Lichen,49,21/11/2016,30/11/2016
996,Dewey Sedge,43,25/05/2013,07/06/2013
997,Sierra Stickseed,41,22/10/2016,29/10/2016
998,Eriosorus,22,04/08/2015,18/08/2015
999,Dwarf Nasturtium,44,03/04/2020,12/04/2020
1000,Kral's Aster,42,11/06/2015,20/06/2015
1001,American Threefold,44,02/06/2020,16/06/2020
